"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station"
"85568","85568","Baker St @ Dunwell St",,"42.277519","-71.166992",,,,
"85569","85569","Baker St @ Wycliff Ave",,"42.276203","-71.16713",,,,
"8557","8557","Baker St @ Beth El Cemetery",,"42.291965","-71.174973",,,,
"856","856","Massachusetts Ave @ Albany St",,"42.333538","-71.073692",,,,
"85618","85618","935 East St",,"42.147068","-71.251991",,,,
"8575","8575","Broadway @ Trueman Dr",,"42.44117","-71.031296",,,,
"8576","8576","Trueman Dr @ Central Ave",,"42.439068","-71.030663",,,,
"8577","8577","Trueman Dr @ Broadway",,"42.441395","-71.03109",,,,
"8590","8590","Massachusetts Ave @ Curve St",,"42.430569","-71.207634",,,,
"8591","8591","Massachusetts Ave @ Independence Ave",,"42.431931","-71.208",,,,
"8592","8592","Massachusetts Ave @ Locust Ave",,"42.433796","-71.209099",,,,
"8593","8593","Massachusetts Ave @ Maple St",,"42.434803","-71.210197",,,,
"8594","8594","Massachusetts Ave @ Rhodes St",,"42.435631","-71.211655",,,,
"8595","8595","Massachusetts Ave @ Marrett Rd",,"42.436131","-71.212357",,,,
"8596","8596","Massachusetts Ave opp Pelham Rd",,"42.440117","-71.213844",,,,
"8597","8597","Massachusetts Ave @ Percey Rd",,"42.441925","-71.216774",,,,
"8598","8598","Massachusetts Ave opp Bloomfield St",,"42.443619","-71.219261",,,,
"8599","8599","Massachusetts Ave opp Slocum Rd",,"42.44492","-71.22097",,,,
"86","86","Massachusetts Ave @ Shawmut Ave",,"42.337471","-71.078003",,,,
"8600","8600","Massachusetts Ave @ Woburn St",,"42.446102","-71.222778",,,,
"8601","8601","Massachusetts Ave @ Lexington Post Office",,"42.446556","-71.224686",,,,
"8602","8602","Marrett Rd @ Waltham St",,"42.435898","-71.235306",,,,
"8603","8603","Marrett Rd @ Prospect Hill Rd",,"42.435486","-71.237389",,,,
"8604","8604","Marrett Rd @ Downing Rd",,"42.434784","-71.239838",,,,
"8605","8605","Marrett Rd opp Spring St",,"42.434467","-71.242157",,,,
"8606","8606","Marrett Rd @ Tufts Rd",,"42.435528","-71.246246",,,,
"8607","8607","Marrett Rd @ Middle St",,"42.435791","-71.247734",,,,
"8608","8608","Marrett Rd @ Lincoln St",,"42.440052","-71.250885",,,,
"8609","8609","655 Marrett Rd",,"42.441036","-71.251991",,,,
"8610","8610","Marrett Rd @ Wilson Rd",,"42.442165","-71.25396",,,,
"8611","8611","Marrett Rd @ Sheraton Lexington",,"42.445377","-71.262383",,,,
"86111","86111","Old Mass Ave @ Marrett Rd - Minuteman Park",,"42.447243","-71.264824",,,,
"86112","86112","Old Mass Ave opp Bonair Ave",,"42.448986","-71.260513",,,,
"86113","86113","Old Mass Ave @ Wood St",,"42.447647","-71.256409",,,,
"86114","86114","Wood St @ Patterson Rd",,"42.45089","-71.257881",,,,
"86115","86115","Wood St @ Holton Rd",,"42.451965","-71.260361",,,,
"8612","8612","Wood St opp Woodpark Circle",,"42.452744","-71.262032",,,,
"86121","86121","Wood St @ Conestoga Rd",,"42.454876","-71.262833",,,,
"86122","86122","Wood St @ Bates Rd",,"42.458115","-71.263588",,,,
"86178","86178","Hanscom Field Dr @ Old Bedford Rd",,"42.457493","-71.289444",,,,
"86179","86179","Civil Air Terminal",,"42.462814","-71.291176",,,,
"86180","86180","Hanscom Field Dr @ Old Bedford Rd",,"42.457367","-71.289581",,,,
"8623","8623","Wood St @ Randolph Rd - Lincoln Lab",,"42.458424","-71.263733",,,,
"86231","86231","Wood St @ Chestnut Lane",,"42.454666","-71.263062",,,,
"8624","8624","Wood St @ Woodpark Circle",,"42.452629","-71.262039",,,,
"86241","86241","Wood St opp Holton Rd",,"42.451977","-71.260643",,,,
"86242","86242","Wood St opp Patterson Rd",,"42.450779","-71.257881",,,,
"8625","8625","Old Mass Ave @ Wood St",,"42.447758","-71.256393",,,,
"86251","86251","Old Mass Ave @ Bonair Ave",,"42.449032","-71.260651",,,,
"86252","86252","Old Mass Ave @ Marrett Rd - Minuteman Park",,"42.447365","-71.264687",,,,
"86261","86261","Marrett Rd @ Forbes Rd",,"42.444492","-71.261528",,,,
"8627","8627","Marrett Rd opp Wilson Rd",,"42.441994","-71.25399",,,,
"8628","8628","656 Marrett Rd",,"42.441101","-71.252396",,,,
"8629","8629","Marrett Rd @ Lincoln St",,"42.439838","-71.250908",,,,
"8630","8630","Marrett Rd @ Middle St",,"42.43578","-71.248077",,,,
"8631","8631","Marrett Rd @ Tufts Rd",,"42.435379","-71.246201",,,,
"8632","8632","Marrett Rd @ Spring St",,"42.434258","-71.241257",,,,
"8633","8633","Marrett Rd opp Downing Rd",,"42.434708","-71.239449",,,,
"8634","8634","Marrett Rd opp Prospect Hill Rd",,"42.435307","-71.237495",,,,
"8635","8635","Marrett Rd @ Waltham St",,"42.435734","-71.235184",,,,
"8636","8636","Massachusetts Ave @ Clarke St",,"42.448483","-71.229454",,,,
"8637","8637","Massachusetts Ave @ Winthrop Rd",,"42.44582","-71.222267",,,,
"8638","8638","Massachusetts Ave @ Slocum Rd",,"42.444813","-71.221016",,,,
"8639","8639","Massachusetts Ave @ Bloomfield St",,"42.443344","-71.219055",,,,
"8640","8640","Massachusetts Ave @ Percy Rd",,"42.441814","-71.216797",,,,
"8641","8641","Massachusetts Ave @ Pelham Rd",,"42.440033","-71.213936",,,,
"8642","8642","Massachusetts Ave @ Marret Rd - Rt 2A",,"42.435841","-71.212204",,,,
"8643","8643","Massachusetts Ave @ Plainfield St",,"42.434639","-71.210136",,,,
"86434","86434","Cummins Hwy @ Rosewood St",,"42.269279","-71.096863",,,,
"8644","8644","Massachusetts Ave @ Locust Ave",,"42.433918","-71.20932",,,,
"8645","8645","Massachusetts Ave @ Independence Ave",,"42.431492","-71.208",,,,
"86458","86458","Cummins Hwy @ Calvary Cemetary",,"42.277859","-71.115044",,,,
"86459","86459","Cummins Hwy opp Pleasantview St",,"42.27504","-71.110237",,,,
"8646","8646","Massachusetts Ave @ Gibson Rd",,"42.430725","-71.207802",,,,
"8647","8647","Massachusetts Ave @ Pleasant St",,"42.429321","-71.207153",,,,
"8648","8648","Pleasant St @ Fern St",,"42.427372","-71.207207",,,,
"8649","8649","Pleasant St @ Luongo's Farm Lane",,"42.423122","-71.208542",,,,
"86491","86491","Watertown St @ Pleasant St",,"42.422092","-71.209061",,,,
"8650","8650","Watertown St @ Green Ln",,"42.419739","-71.208488",,,,
"86500","86500","American Legion Hwy @ Franklin Hill Ave",,"42.295769","-71.092216",,,,
"8651","8651","Watertown St @ Crescent Rd",,"42.419109","-71.207367",,,,
"86618","86618","Main St @ Glenwood St",,"42.146709","-71.252419",,,,
"8670","8670","Main St @ Townsend St",,"42.377316","-71.228249",,,,
"8671","8671","Main St @ Chamberlain Terr",,"42.377556","-71.226089",,,,
"8672","8672","Main St opp Rose Hill Way",,"42.37756","-71.220551",,,,
"86734","86734","Walnut St opp Sterling St",,"42.473866","-70.988953",,,,
"8674","8674","Main St @ Willow St",,"42.376572","-71.216873",,,,
"8675","8675","Main St @ LaFayette St",,"42.376175","-71.215309",,,,
"8676","8676","Main St @ Rangeley Rd",,"42.375637","-71.213013",,,,
"8678","8678","Main St opp Warren St - Watertown Line",,"42.374546","-71.210487",,,,
"8679","8679","Main St opp Longfellow Rd",,"42.373562","-71.207024",,,,
"8680","8680","Adams St @ Centre St",,"42.295292","-71.056267",,,,
"8681","8681","Adams St @ King St",,"42.293217","-71.057343",,,,
"8682","8682","Adams St @ Lonsdale St",,"42.291489","-71.057297",,,,
"8683","8683","Adams St @ Msgr Lydon Way",,"42.29002","-71.056236",,,,
"8684","8684","Adams St @  Ashmont St",,"42.288292","-71.055443",,,,
"8685","8685","Adams St @ Helena Rd",,"42.286961","-71.054596",,,,
"8686","8686","Adams St @ Westmoreland St",,"42.285126","-71.055176",,,,
"8687","8687","Adams St @ Minot St",,"42.283684","-71.055695",,,,
"8691","8691","Washington St @ Clifton St",,"42.432133","-71.072372",,,,
"86915","86915","Opp 976 Lexington St",,"42.408604","-71.234299",,,,
"8692","8692","Winthrop St @ Playstead Rd",,"42.431656","-71.130852",,,,
"86929","86929","Stow St @ Tavern Rd",,"42.374245","-71.262413",,,,
"86930","86930","Main St @ Stow St",,"42.376568","-71.265533",,,,
"86931","86931","Main St @ Cutting Ln",,"42.376495","-71.263763",,,,
"86932","86932","Main St @ Sheridan Rd",,"42.376396","-71.260925",,,,
"86933","86933","1164 Main St opp Edgehill Rd",,"42.376339","-71.258804",,,,
"86934","86934","1114 Main St opp Malone St",,"42.376324","-71.257538",,,,
"86935","86935","Main St @ Everett St",,"42.376278","-71.254684",,,,
"86936","86936","Main St opp Prospect Hill Rd",,"42.376259","-71.252274",,,,
"86937","86937","Main St @ Weston St",,"42.376183","-71.250351",,,,
"86938","86938","Main St @ Wellington St",,"42.376225","-71.248001",,,,
"86939","86939","Main St @ Prospect St",,"42.376171","-71.246376",,,,
"86940","86940","Main St @ Harvard St",,"42.376148","-71.244118",,,,
"86941","86941","Main St @ Daniels Ct",,"42.376091","-71.240112",,,,
"86942","86942","702 Main St",,"42.376064","-71.238182",,,,
"86943","86943","Moody St @ Main St",,"42.375626","-71.236984",,,,
"86944","86944","Carter St @ Waltham Comm Rail Sta",,"42.374687","-71.234543",,,,
"86945","86945","Main St @ Appleton St",,"42.376842","-71.23201",,,,
"86946","86946","Main St @ Heard St",,"42.37701","-71.230499",,,,
"86961","86961","Moody St @ Crescent St",,"42.371563","-71.236931",,,,
"86962","86962","Moody St @ Walnut  St",,"42.369675","-71.237244",,,,
"86963","86963","Moody St @ Maple St",,"42.367714","-71.237564",,,,
"86964","86964","Moody St @ Ash St",,"42.365929","-71.238159",,,,
"86965","86965","Moody St @ Orange St",,"42.363491","-71.238861",,,,
"86967","86967","Moody St opp Underwood Pk",,"42.361156","-71.23922",,,,
"86968","86968","Lexington St @ Whitlowe Rd",,"42.359108","-71.239517",,,,
"86970","86970","Moody St @ Main St.",,"42.375767","-71.236893",,,,
"86971","86971","Moody St  @ Carter St",,"42.37265","-71.236603",,,,
"87","87","Massachusetts Ave @ Tremont St",,"42.339458","-71.08036",,,,
"8717","8717","Dorchester Ave @ Talbot Ave",,"42.287014","-71.063995",,,,
"875","875","Forest Hills Station Lower Busway",,"42.300523","-71.113686",,,,"place-forhl"
"8750","8750","Forest Hills Station",,"42.300523","-71.113686",,,,"place-forhl"
"87618","87618","Walpole Station Elm St Lot",,"42.146908","-71.256187",,,,
"87619","87619","Walpole Station Elm St Lot",,"42.14695","-71.256233",,,,
"879","879","L St @ Broadway",,"42.335705","-71.035484",,,,
"88","88","Massachusetts Ave @ Columbus Ave",,"42.340607","-71.081619",,,,
"880","880","L St @ E 2nd St",,"42.337376","-71.035545",,,,
"8801","8801","Neponset Circle @ Walnut St",,"42.286789","-71.042229",,,,
"8802","8802","Neponset Circle @ Neponset Ave",,"42.286293","-71.043411",,,,
"8803","8803","398 Neponset Ave @ Neponset Health Center",,"42.286438","-71.044014",,,,
"8805","8805","Neponset Ave @ Tolman St",,"42.288647","-71.047241",,,,
"8806","8806","248 Neponset Ave",,"42.290356","-71.048592",,,,
"8807","8807","Neponset Ave @ Popes Hill St",,"42.292992","-71.050743",,,,
"8808","8808","Neponset Ave opp King St",,"42.294437","-71.052299",,,,
"8809","8809","Adams St @ Parkman St",,"42.297104","-71.056564",,,,
"8811","8811","Hilltop St @ Granite Ave",,"42.278908","-71.05394",,,,
"8812","8812","Hilltop St opp  Crockett Ave.",,"42.27932","-71.05127",,,,
"8813","8813","Hilltop St opp Whitridge St",,"42.279781","-71.049942",,,,
"8814","8814","Hilltop St @ Hallet St",,"42.28101","-71.047951",,,,
"8815","8815","Main St @ Merchants Row",,"42.365986","-71.18528",,,,
"8816","8816","Main St @ Thaxter St",,"42.367355","-71.187294",,,,
"8817","8817","Main St opp Chestnut St",,"42.368233","-71.188683",,,,
"88171","88171","Main St opp Green St",,"42.368713","-71.189316",,,,
"8818","8818","Main St @ Waverly Ave",,"42.369972","-71.191643",,,,
"8819","8819","Main St @ Edenfield Ave",,"42.370766","-71.19474",,,,
"882","882","Dorchester Ave @ Richmond St",,"42.274025","-71.06752",,,,
"8820","8820","Main St @ Olney St",,"42.371365","-71.19635",,,,
"8821","8821","Main St @ Copeland St",,"42.373085","-71.201759",,,,
"8822","8822","Main St @ Wilmot St",,"42.373348","-71.202911",,,,
"8823","8823","Main St @ Emerson Rd",,"42.373684","-71.206223",,,,
"8824","8824","Main St @ Longfellow Rd",,"42.373768","-71.207397",,,,
"8825","8825","Main St @ Warren St - Waltham Line",,"42.374607","-71.210159",,,,
"8826","8826","Main St @ Beal Rd",,"42.375526","-71.212181",,,,
"8828","8828","Main St opp Willow St",,"42.376671","-71.21656",,,,
"883","883","Dorchester Ave @ Richmond St",,"42.273983","-71.067665",,,,
"8830","8830","Main St @ Rose Hill Way",,"42.377831","-71.220963",,,,
"8831","8831","Main St @ Chamberlain Terr",,"42.377686","-71.226555",,,,
"8832","8832","Main St @ Pleasant St",,"42.377541","-71.227936",,,,
"8833","8833","Main St @ Craven Cir",,"42.377373","-71.229073",,,,
"88332","88332","Main St @ Liberty St",,"42.376911","-71.232887",,,,
"88333","88333","Carter St opp Commuter Rail Station",,"42.374641","-71.235374",,,,
"88334","88334","691 Main St",,"42.376247","-71.237816",,,,
"88335","88335","Main St @ Exchange St",,"42.376266","-71.240173",,,,
"88336","88336","Main St @ Fiske St",,"42.376312","-71.243713",,,,
"88337","88337","Main St @ Hammond St",,"42.376354","-71.246666",,,,
"88339","88339","South St @ Weston St",,"42.375771","-71.250107",,,,
"88340","88340","South St @ Bedford St",,"42.371525","-71.250206",,,,
"88342","88342","South St @ Shakespeare Rd",,"42.368397","-71.251274",,,,
"88344","88344","South St @ Brandeis University",,"42.364384","-71.258568",,,,
"88345","88345","South St @ Turner St",,"42.361794","-71.260887",,,,
"88346","88346","Sunnyside St @ South St",,"42.35984","-71.262337",,,,
"884","884","Summer St @ E 1st St",,"42.33828","-71.035423",,,,
"8841","8841","Main St @ Palmer St",,"42.376369","-71.250084",,,,
"8842","8842","Main St @ Prospect Hill Rd",,"42.376354","-71.25235",,,,
"8843","8843","Main St @ Lunda St",,"42.376377","-71.255203",,,,
"8844","8844","Main St @ Malone St",,"42.376415","-71.2575",,,,
"8845","8845","Main St @ Edgehill Rd",,"42.376434","-71.258888",,,,
"8846","8846","Main St @ Hill Rd",,"42.376488","-71.261024",,,,
"8847","8847","Main St opp Cutting Ln",,"42.376591","-71.26384",,,,
"8848","8848","Main St @ Stow St",,"42.376663","-71.26561",,,,
"8849","8849","Stow St @ Tavern Rd",,"42.374561","-71.263",,,,
"885","885","Summer St @ E 1st St",,"42.338215","-71.035545",,,,
"8850","8850","Tavern Rd @ Weston St",,"42.373043","-71.263596",,,,
"8851","8851","East 1st St @ M St",,"42.338104","-71.033218",,,,
"8852","8852","Main St @ N Maple St",,"42.519806","-71.158157",,,,
"8853","8853","1076 Main St",,"42.518715","-71.159142",,,,
"8854","8854","1032 Main St opp Wheeling St",,"42.517155","-71.160721",,,,
"8855","8855","Main St @ Mountain St",,"42.514423","-71.160988",,,,
"8856","8856","Main St @ Altavesta Circle",,"42.51125","-71.161469",,,,
"8857","8857","940 Main St",,"42.51041","-71.161545",,,,
"8858","8858","Main St @ Nichols St",,"42.509304","-71.161171",,,,
"88591","88591","School St @ Vet Memorial Senior Center",,"42.504997","-71.147636",,,,
"886","886","L St @ Broadway",,"42.33577","-71.035362",,,,
"8860","8860","Elm St @ Traverse St",,"42.507","-71.161835",,,,
"8861","8861","Elm St @ Ward St",,"42.505013","-71.162552",,,,
"88618","88618","Washington St @ Polley Ln",,"42.154755","-71.221992",,,,
"8862","8862","Elm St @ West St",,"42.503754","-71.161606",,,,
"8863","8863","Elm St @ Monument",,"42.501678","-71.159019",,,,
"8864","8864","Main St @ Middlesex Canal Pk",,"42.496929","-71.156036",,,,
"8865","8865","Main St opp Capozzi Cir",,"42.494152","-71.155319",,,,
"8866","8866","Main St @ Eaton Ave",,"42.492432","-71.154449",,,,
"8867","8867","646 Main St",,"42.489151","-71.152847",,,,
"8868","8868","Main St @ Charles St",,"42.486717","-71.151978",,,,
"8869","8869","Main St @ Kilby St",,"42.485493","-71.152184",,,,
"8870","8870","466 Main St opp Union St",,"42.481606","-71.150856",,,,
"888","888","Summer St @ Melcher St",,"42.350437","-71.050865",,,,
"889","889","Summer St opp WTC Ave",,"42.347229","-71.044189",,,,
"89","89","Massachusetts Ave @ St Botolph St",,"42.342304","-71.084122",,,,
"890","890","Summer St @ WTC Ave",,"42.347404","-71.044128",,,,
"8901","8901","Bacon St @ School St",,"42.378529","-71.242401",,,,
"8904","8904","Bacon St @ Varnum Pk",,"42.384792","-71.241096",,,,
"8905","8905","Bacon St opp Greenwood Ln",,"42.386463","-71.240555",,,,
"8906","8906","Bacon St opp Clark Ln",,"42.387798","-71.24012",,,,
"8907","8907","Lexington St opp Lincoln St",,"42.39093","-71.238815",,,,
"8908","8908","Lexington St opp Curve St",,"42.393131","-71.237587",,,,
"8909","8909","Lexington St @ Stanley Rd",,"42.394547","-71.236809",,,,
"891","891","Summer St opp Melcher St",,"42.350544","-71.050865",,,,
"8910","8910","617 Lexington St - Waltham HS",,"42.396542","-71.235703",,,,
"8911","8911","Opp 680 Lexington St",,"42.398445","-71.23439",,,,
"8912","8912","Lexington St opp College Farm Rd",,"42.399712","-71.2342",,,,
"8913","8913","Lake St @ Lexington St",,"42.402191","-71.234245",,,,
"8914","8914","Lake St opp Nutting Rd",,"42.402416","-71.235603",,,,
"8915","8915","Lake St @ Indian Rd",,"42.40324","-71.238312",,,,
"8916","8916","Lake St @ Princeton Ave",,"42.404125","-71.242249",,,,
"8918","8918","Lake St @ Hibiscus Ave",,"42.405018","-71.247917",,,,
"8919","8919","Lake St @ Lincoln St",,"42.405556","-71.249527",,,,
"892","892","Summer St @ Dorchester Ave",,"42.351551","-71.052956",,,,
"8920","8920","Lincoln St @ Graymore Rd",,"42.407715","-71.252106",,,,
"8921","8921","Lincoln St @ Silver Hill Ln",,"42.409531","-71.25367",,,,
"8922","8922","Lincoln St @ Smith St",,"42.410625","-71.254868",,,,
"8923","8923","Smith St @ Loretta Rd",,"42.411842","-71.254128",,,,
"8924","8924","Smith St @ Trapelo Rd",,"42.413895","-71.253426",,,,
"8925","8925","Trapelo Rd opp Berkley St",,"42.413654","-71.249931",,,,
"8926","8926","Trapelo Rd @ Outlook Rd",,"42.413204","-71.247078",,,,
"8928","8928","Trapelo Rd @ Grove Rd",,"42.412365","-71.241577",,,,
"8929","8929","Trapelo Rd @ Hardy Pond Rd",,"42.411949","-71.239319",,,,
"8930","8930","1042 Trapelo Rd",,"42.410923","-71.233894",,,,
"89301","89301","976 Lexington St",,"42.408783","-71.234444",,,,
"8931","8931","Lexington St opp Brookway Rd",,"42.40432","-71.234146",,,,
"8932","8932","Lake St @ Seminole Ave",,"42.404713","-71.246132",,,,
"89339","89339","59 South St",,"42.37381","-71.250031",,,,
"8940","8940","River St @ Perkins Ave",,"42.255032","-71.128098",,,,
"8941","8941","River St @ Winslow St",,"42.252995","-71.130157",,,,
"89410","89410","River St @ Reservation Rd",,"42.252083","-71.131073",,,,
"89411","89411","River St @ Church St",,"42.24868","-71.131523",,,,
"89412","89412","Opposite 1608 River St",,"42.247425","-71.134827",,,,
"89413","89413","Neponset Valley Pkwy @ River St",,"42.244873","-71.135971",,,,
"89414","89414","River St @ Turtle Pond Pkwy",,"42.246563","-71.13623",,,,
"8942","8942","Reservation Rd @ River St",,"42.252361","-71.131004",,,,
"8943","8943","229 Reservation Rd opp Thompson St",,"42.25362","-71.132072",,,,
"8944","8944","Reservation Rd @ Brainard St",,"42.254311","-71.13382",,,,
"8946","8946","Alwin St @ Stonehill Rd",,"42.253853","-71.140106",,,,
"8947","8947","Alwin St opp Leighton Rd",,"42.25375","-71.142082",,,,
"8948","8948","Alwin St @ Dedham Pkwy",,"42.254635","-71.143433",,,,
"8949","8949","Dedham Pkwy opp Georgetown Dr",,"42.255436","-71.143059",,,,
"8950","8950","Dedham Pkwy @ Turtle Pond Pkwy",,"42.258377","-71.140228",,,,
"8951","8951","302 Turtle Pond Pkwy",,"42.255245","-71.138191",,,,
"8952","8952","Turtle Pond Pkwy @ Alwin St",,"42.253941","-71.139",,,,
"8953","8953","Turtle Pond Pkwy @ Vernon St",,"42.251812","-71.139427",,,,
"8954","8954","Turtle Pond Pkwy @ Christy Lane Dr",,"42.249031","-71.139259",,,,
"8955","8955","River St @ Turtle Pond Pkwy",,"42.246403","-71.13636",,,,
"8958","8958","Readville St opp Waterloo St",,"42.243462","-71.134041",,,,
"8959","8959","Readville St @ Norton St",,"42.242008","-71.134697",,,,
"8960","8960","Readville St @ Como Rd",,"42.240139","-71.135796",,,,
"89606","89606","Totten Pond Rd @ Pond End Rd",,"42.390572","-71.241051",,,,
"89607","89607","Totten Pond Rd @ Rondo Ln",,"42.391521","-71.2425",,,,
"89608","89608","Totten Pond Rd @ Craig Ln",,"42.395355","-71.247955",,,,
"89609","89609","Totten Pond Rd @ Glen St",,"42.397141","-71.250832",,,,
"8961","8961","Readville St @ W Milton St",,"42.238281","-71.135765",,,,
"89610","89610","Totten Pond Rd @ Third Ave",,"42.396973","-71.259361",,,,
"89612","89612","175 Wyman St",,"42.402081","-71.258858",,,,
"89613","89613","Opp 404 Wyman St",,"42.406971","-71.256561",,,,
"89617","89617","238 Washington St opp May St",,"42.158932","-71.218376",,,,
"89618","89618","Washington St @ Pilgrim Way",,"42.15173","-71.22464",,,,
"89619","89619","Washington St opp Washington Green",,"42.157234","-71.219803",,,,
"8962","8962","W Milton St @ Pine Ave",,"42.239098","-71.138245",,,,
"8963","8963","W Milton St @ W Milton Pl",,"42.239891","-71.140686",,,,
"8964","8964","W Milton St @ Ernest Ave",,"42.240803","-71.143448",,,,
"8970","8970","River St opp Neponset Valley Pkwy",,"42.245113","-71.136322",,,,
"8971","8971","1799 River St opp Norton St",,"42.244053","-71.138245",,,,
"8973","8973","River St opp Vallaro Rd",,"42.243301","-71.140099",,,,
"8975","8975","River St @ Solaris Rd",,"42.243092","-71.143227",,,,
"899","899","Kenmore Station Busway",,"42.348949","-71.095169",,,,"place-kencl"
"8993","8993","Brookline Ave opp Newbury St",,"42.348347","-71.097435",,,,
"90","90","Massachusetts Ave @ Westland Ave",,"42.343292","-71.085655",,,,
"900","900","Watertown Yard",,"42.364307","-71.185699",,,,
"9000","9000","Sylvan St @ Kimball St",,"42.439915","-71.054527",,,,
"9001","9001","Sylvan St @ Blantyre Rd",,"42.439419","-71.051857",,,,
"9002","9002","Sylvan St @ Gilbert St",,"42.439346","-71.050522",,,,
"9003","9003","Sylvan St @ Lebanon St",,"42.439388","-71.048294",,,,
"9006","9006","Lebanon St @ Bratley St",,"42.44278","-71.051559",,,,
"9008","9008","Lebanon St @ Forest St",,"42.443371","-71.054695",,,,
"9009","9009","Lebanon St @ Hopkins St",,"42.44405","-71.055794",,,,
"901","901","Galen St @ Eliot St",,"42.362217","-71.185951",,,,
"9011","9011","Lebanon St @ Sylvan St",,"42.447685","-71.057938",,,,
"9012","9012","Park St @ Lebanon St",,"42.449261","-71.059105",,,,
"9013","9013","Linwood Ave opp Gibbons St",,"42.450008","-71.05983",,,,
"9014","9014","Linwood Ave @ Norris Ct",,"42.451183","-71.060913",,,,
"9018","9018","Salem St opp Wescott St",,"42.434566","-71.033821",,,,
"9019","9019","68 Hunting St opp Hunting Playground",,"42.434143","-71.035965",,,,
"902","902","Galen St @ Boyd St",,"42.360008","-71.185448",,,,
"9020","9020","Hunting St @ Salem St",,"42.434269","-71.038658",,,,
"9021","9021","Salem St @ Home St - Broadway Sq",,"42.434124","-71.039413",,,,
"9023","9023","Salem St @ Stanton St",,"42.433949","-71.042122",,,,
"9024","9024","769 Salem St",,"42.433914","-71.043274",,,,
"9025","9025","Salem St @ Lebanon St",,"42.433605","-71.046028",,,,
"9026","9026","Salem St @ Rockwell St",,"42.43277","-71.048241",,,,
"9028","9028","Pleasant St opp Russell St",,"42.426777","-71.079559",,,,
"9029","9029","Highland Ave @ Pleasant St",,"42.426392","-71.081108",,,,
"903","903","Washington St @ Bacon St",,"42.357136","-71.185944",,,,
"9030","9030","Highland Ave @ Charles St",,"42.424889","-71.080879",,,,
"9031","9031","400 Centre St",,"42.356159","-71.18425",,,,
"90311","90311","Dorchester Ave @ Melvinside Ter",,"42.311855","-71.057518",,,,
"9032","9032","Highland Ave @ Emarld St",,"42.421772","-71.080238",,,,
"9033","9033","Highland Ave @ Thacher St",,"42.420418","-71.079979",,,,
"9034","9034","Highland Ave @ Oakland St",,"42.41869","-71.079956",,,,
"9035","9035","Highland Ave @ Medford St",,"42.417778","-71.079941",,,,
"9036","9036","Highland Ave @ Devir St",,"42.415966","-71.079735",,,,
"9037","9037","Highland Ave @ Middlesex Ave",,"42.41465","-71.079575",,,,
"9038","9038","Middlesex Ave @ First St",,"42.411411","-71.079277",,,,
"9039","9039","Middlesex Ave @ Third St",,"42.409645","-71.07991",,,,
"904","904","Park St @ Elmwood St",,"42.355438","-71.182365",,,,
"9040","9040","Riverside Ave @ Middlesex Ave",,"42.408878","-71.08033",,,,
"9041","9041","Riverside Ave @ Fellsway",,"42.409645","-71.084198",,,,
"9042","9042","Fellsway @ Riverside Ave",,"42.40958","-71.084648",,,,
"9043","9043","Fellsway @ Wellington Circle Shopping Ctr",,"42.405846","-71.082382",,,,
"9045","9045","Fellsway @ Bradbury Ave",,"42.407848","-71.082878",,,,
"9047","9047","Riverside Ave @ Middlesex Ave",,"42.408772","-71.080284",,,,
"9048","9048","Middlesex Ave @ Third St",,"42.410187","-71.07959",,,,
"9049","9049","Middlesex Ave @ First St",,"42.411446","-71.07914",,,,
"905","905","Tremont St opp Hibbard Rd",,"42.354694","-71.181068",,,,
"9050","9050","Middlesex Ave @ Highland Ave - Townline Plaza",,"42.414619","-71.079399",,,,
"9051","9051","41 Highland Ave opp Devir St",,"42.415863","-71.079597",,,,
"9052","9052","Highland Ave @ Medford St",,"42.417564","-71.079803",,,,
"9053","9053","Highland Ave @ Oakland St",,"42.418716","-71.079803",,,,
"9054","9054","Highland Ave @ Thatcher St",,"42.420261","-71.079834",,,,
"9055","9055","Highland Ave @ Adams St",,"42.421623","-71.080078",,,,
"9056","9056","Highland Ave @ Charles St",,"42.423279","-71.080429",,,,
"9057","9057","Highland Ave @ Wentworth St",,"42.425171","-71.080803",,,,
"9058","9058","Highland Ave @ Pleasant St",,"42.426464","-71.080986",,,,
"906","906","Tremont St @ Waverly Ave",,"42.354038","-71.179108",,,,
"9060","9060","Salem St @ Maplewood St",,"42.433544","-71.045898",,,,
"9061","9061","Salem St @ Spruce St",,"42.433811","-71.04351",,,,
"90618","90618","Washington St @ Morse St",,"42.149475","-71.226662",,,,
"90620","90620","Washington St @ School St",,"42.21888","-71.188255",,,,
"90621","90621","Washington St @ Marshall St",,"42.214401","-71.190033",,,,
"90622","90622","Xaverian Brothers HS",,"42.213875","-71.19648",,,,
"9063","9063","Salem St @ Broadway - Broadway Sq",,"42.434135","-71.038864",,,,
"9067","9067","Salem St @ Bellavale St",,"42.434612","-71.031769",,,,
"9068","9068","Salem St @ Brentwood St",,"42.436363","-71.027039",,,,
"9069","9069","Salem St @ Revere St",,"42.437256","-71.025459",,,,
"907","907","Tremont St @ Pembroke St",,"42.352947","-71.176811",,,,
"9070","9070","Salem St @ Lynn St",,"42.436066","-71.021736",,,,
"9071","9071","Warren St @ Melrose St",,"42.4688","-71.074234",,,,
"9073","9073","Franklin St @ Warren St",,"42.469463","-71.073593",,,,
